#;Hasomed RehaGait raw measurement data file;
#;Contains sensor calibrated raw values;
#;File version;3;
#;App version;1.3.16;
#;App type;36;
#;Patient ID;-1;
#;Patient name;COKI10367;EJ;
#;Patient date of birth;1942-12-25 00-00-00;
#;Patient age at measurement date;78,500000;years;
#;Patient body height;174;cm;
#;Measurement date;2021-06-01 14-59-35;
#;Sensor serial;1824;Sensor position;0; Sample rate;100;
#;Sensor serial;1825;Sensor position;1; Sample rate;100;
#;Sensor serial;1826;Sensor position;6; Sample rate;100;
#;Accelerometer data unit;Metre per second squared;
#;Gyroscope data unit;Degree per second;
#;Magnetic field data unit;Gauss;
#;Examiner;EJ;
#;Patient-ID;COKI10367;
#;Patient trial time;1;T1;
#;Assessment type;17;StraightWalkNormalPace;
#;Tool type;0;None;
# Sample number;Sensor position;AccX;AccY;AccZ;GyroX;GyroY;GyroZ;MagX;MagY;MagZ;Sensor position;AccX;AccY;AccZ;GyroX;GyroY;GyroZ;MagX;MagY;MagZ;Sensor position;AccX;AccY;AccZ;GyroX;GyroY;GyroZ;MagX;MagY;MagZ;Init algo done;Pause;
2991;0;-0.4445;2.0591;9.4433;0.3261;0.7489;-0.5107;-0.0555;-0.0891;1.2775;1;1.4012;2.0366;10.0919;-2.5573;0.0264;-0.9685;0.0961;-0.0060;-0.0901;6;9.5676;1.8478;0.7547;-9.0523;-0.5300;0.9119;-0.9473;-0.5002;-0.0344;1;0;
2992;0;-0.5651;2.1760;9.4397;0.2020;0.7171;-0.5098;-0.0591;-0.0525;1.2451;1;1.1089;2.2083;9.7942;-2.5268;0.0898;-0.8461;0.0901;-0.0120;-0.1021;6;9.8550;2.3594;0.9892;-8.9643;-0.5887;0.7551;-0.9314;-0.4999;-0.0341;1;0;
2993;0;-0.6227;1.8828;9.5592;-0.4438;0.6478;-0.1341;-0.0207;-0.0334;1.2981;1;1.1023;2.2068;9.4428;-2.3093;-0.0011;-0.8776;0.0781;-0.0180;-0.1021;6;9.5159;2.0187;1.0399;-8.8485;-0.7373;0.5047;-0.9955;-0.5208;-0.0537;1;0;
2994;0;-0.1360;1.9368;9.8589;-1.0918;0.6410;-0.0647;-0.0207;-0.0334;1.2981;1;0.6441;2.0925;9.4334;-2.2127;-0.0902;-0.6011;0.0901;-0.0060;-0.0961;6;9.6952;2.3032;1.5584;-8.5599;-0.8637;0.8330;-0.9628;-0.4999;0.0008;1;0;
2995;0;-0.4993;1.9388;9.7357;-1.3408;0.6393;-0.2461;-0.0032;-0.0732;1.2644;1;1.0998;2.3788;9.3264;-2.0302;0.0038;-0.6641;0.0841;-0.0060;-0.1021;6;9.1752;2.1897;1.0338;-7.7190;-1.0486;0.9908;-0.9781;-0.4434;-0.0332;1;0;
2996;0;-0.9180;1.6461;9.8488;-0.5077;0.8326;-0.6214;-0.0560;-0.0507;1.2954;1;1.6752;2.2058;9.4538;-2.0606;-0.0595;-0.7865;0.1081;0.0000;-0.1021;6;9.6818;2.1889;0.8143;-7.4203;-0.9056;1.6282;-0.9483;-0.5393;-0.0712;1;0;
2997;0;-0.6871;1.8858;9.3245;0.6039;0.9363;-0.8176;-0.0202;-0.0718;1.2801;1;1.7348;2.1487;9.5718;-3.3596;-0.0144;-1.1479;0.0720;-0.0060;-0.1081;6;9.8015;2.2459;1.1598;-6.8549;-0.6958;1.8588;-0.9468;-0.4622;-0.0509;1;0;
2998;0;-0.8639;1.4169;9.5024;1.4678;0.9455;-0.9205;-0.0184;-0.0901;1.2963;1;1.0501;2.4382;9.7356;-2.1241;-0.0943;-1.1239;0.0901;-0.0120;-0.0961;6;9.3465;2.1895;1.0942;-6.6309;-0.4554;2.0691;-0.9625;-0.4622;-0.0335;1;0;
2999;0;-0.8011;1.8232;9.6735;2.4503;0.6195;-0.9707;-0.0395;-0.0910;1.2450;1;1.1599;2.0342;9.4431;-2.2196;0.1868;-0.7256;0.1021;-0.0180;-0.1021;6;9.4582;1.9618;0.9816;-6.7704;-0.0664;2.5373;-0.9801;-0.5400;-0.0718;1;0;
3000;0;-0.6912;1.7720;9.0924;2.4451;0.2526;-0.8863;-0.0202;-0.0718;1.2801;1;1.2205;2.0348;9.6199;-1.2344;0.2269;-0.8238;0.0961;0.0060;-0.1081;6;9.6301;2.3029;1.0995;-7.2612;0.1752;2.6769;-0.9955;-0.5208;-0.0537;1;0;
3001;0;-0.6799;1.9974;9.7318;1.6079;-0.1852;-0.5163;-0.0560;-0.0507;1.2954;1;1.2202;2.2074;9.6207;-1.0172;0.2945;-0.4567;0.0841;-0.0120;-0.1021;6;9.3970;2.1892;0.7518;-7.4847;0.0868;2.4678;-0.9949;-0.4824;-0.0525;1;0;
3002;0;-0.3798;1.8226;9.6809;1.6129;-0.0027;-0.3278;0.0156;-0.0928;1.2648;1;0.9844;2.2062;9.2648;-0.2796;0.5213;-0.1551;0.1021;0.0000;-0.0961;6;9.3450;2.5307;1.0372;-7.3184;0.1874;1.8183;-0.9949;-0.4824;-0.0525;1;0;
3003;0;-0.5660;2.1184;9.3821;1.3432;0.2371;0.0805;-0.0949;-0.0314;1.2604;1;1.1647;1.8052;9.6764;-0.2175;0.4590;-0.2780;0.0841;0.0000;-0.0901;6;9.0617;2.1330;1.0317;-6.2640;0.2014;0.8343;-0.9788;-0.4817;-0.0344;1;0;
3004;0;-0.5076;1.8279;9.2700;0.8262;0.5361;0.3703;-0.0192;-0.0712;1.2969;1;0.9337;2.2079;9.6152;0.2742;0.5573;-0.2200;0.0961;-0.0120;-0.1021;6;9.2924;2.5878;1.2651;-5.1150;0.1537;-0.0916;-0.9635;-0.5197;-0.0353;1;0;
3005;0;-0.6797;1.8223;9.7340;0.3942;0.7776;0.0427;-0.0563;-0.0702;1.2781;1;1.5682;1.6325;9.8005;-0.1834;0.3047;-0.2773;0.0961;-0.0300;-0.0961;6;9.4613;1.9620;1.1533;-5.1680;-0.0029;0.2161;-0.9952;-0.5201;-0.0182;1;0;
3006;0;-0.6811;2.1149;9.6720;1.4154;1.0948;-0.2708;-0.0563;0.0071;1.3308;1;1.1686;2.0937;9.9120;-0.4280;0.2730;-0.0913;0.0901;-0.0180;-0.0961;6;9.0028;2.1898;0.9162;-5.4442;-0.1405;1.3294;-0.9310;-0.4807;-0.0335;1;0;
3007;0;-0.3213;1.5322;9.5688;1.7516;1.0382;-0.5223;-0.0228;-0.0346;1.2646;1;1.3944;2.1501;9.7409;-0.6157;0.2676;-0.4589;0.0841;-0.0120;-0.1081;6;9.9127;2.3594;1.0475;-5.8642;-0.0555;1.7729;-0.9629;-0.4814;-0.0341;1;0;
3008;0;-0.7447;1.5342;9.4446;2.0879;0.9508;-0.7129;-0.0202;-0.0718;1.2801;1;1.3933;2.1498;9.6823;-0.7670;0.1109;-0.5186;0.0961;0.0000;-0.1021;6;9.7410;1.9046;0.9296;-6.2884;0.1839;2.0640;-0.9788;-0.4633;-0.0694;1;0;
3009;0;-0.6258;1.8266;9.3847;1.4347;0.5769;-0.5591;-0.0575;-0.0903;1.2439;1;1.1003;2.0913;9.3251;-1.4115;0.0127;-0.3913;0.0961;-0.0060;-0.0720;6;9.8537;2.5300;0.9321;-6.7489;0.2124;2.2009;-0.9642;-0.5396;-0.0715;1;0;
3010;0;-0.3798;1.8226;9.6809;0.5653;0.2009;-0.4025;-0.0390;-0.0521;1.2797;1;1.2269;2.1514;9.9719;-1.5715;0.2261;-0.5452;0.0901;-0.0120;-0.0961;6;9.6265;1.8478;0.8702;-7.2732;0.2417;2.2783;-0.9629;-0.4629;-0.0690;1;0;
3011;0;-0.2048;2.0012;9.3899;0.0407;0.1647;-0.3045;0.0156;-0.0928;1.2648;1;1.1679;1.8634;9.8524;-1.9452;0.3445;-0.6974;0.0781;-0.0300;-0.1141;6;9.0060;2.1331;1.0879;-7.8983;0.1224;2.1117;-0.9944;-0.4444;-0.0691;1;0;
3012;0;-0.5679;1.9447;9.2675;-0.4577;0.0076;-0.4554;-0.0233;0.0038;1.2825;1;1.1635;1.8624;9.6181;-2.5008;0.4016;-0.6023;0.0841;-0.0300;-0.0961;6;9.3492;2.4740;1.2661;-8.5616;0.0978;1.7011;-0.9632;-0.4821;-0.0697;1;0;
3013;0;-0.9260;2.0597;9.4349;-0.6095;0.0665;-0.2984;-0.0735;-0.0883;1.2765;1;0.9324;1.6897;9.4957;-2.4372;0.3094;-0.6021;0.0901;-0.0240;-0.0901;6;9.3364;1.9048;0.5216;-8.6953;-0.3548;1.4250;-0.9789;-0.5006;-0.0173;1;0;
3014;0;-0.0848;2.2928;9.3883;-0.3915;0.0372;-0.0865;-0.0549;-0.1274;1.2595;1;1.6305;1.9212;10.0958;-2.3431;0.2489;-0.5716;0.0781;-0.0180;-0.0961;6;9.3971;2.0755;0.7517;-8.3538;-0.3551;1.4455;-0.9478;-0.5198;-0.0528;1;0;
3015;0;-0.8630;2.2909;9.6082;-0.5434;0.0345;0.1613;-0.0199;-0.0523;1.2975;1;1.2211;2.3227;9.6798;-2.3096;0.2209;-0.2951;0.0961;-0.0060;-0.1081;6;9.3515;2.3035;1.3804;-8.0408;-0.1288;0.5161;-0.9624;-0.4434;-0.0506;1;0;
3016;0;-0.6245;1.6508;9.4453;-0.8211;0.0316;0.1955;-0.0372;-0.0704;1.2959;1;-0.7713;0.5455;10.1605;0.3120;0.3442;0.0883;0.0841;-0.0120;-0.1021;6;9.2917;2.3034;1.2077;-7.8622;-0.0034;0.2659;-0.9478;-0.5013;-0.0877;1;0;
3017;0;-0.2587;2.0552;9.7385;-1.2842;0.0576;0.1711;-0.0769;-0.0322;1.2615;1;1.4466;1.8611;9.4478;-1.1324;0.3671;0.8034;0.0781;-0.0180;-0.1141;6;9.6294;2.0185;1.0420;-8.0174;0.1491;0.2411;-0.9465;-0.4431;-0.0503;1;0;
3018;0;-0.6302;1.9463;9.1496;-1.7445;0.2362;0.1808;-0.0374;-0.0899;1.2785;1;1.3366;1.8049;9.6797;-1.2327;0.3879;-0.1487;0.0901;-0.0240;-0.1141;6;9.5765;2.3031;1.2701;-7.9058;0.1404;0.8522;-0.9634;-0.4640;-0.1224;1;0;
3019;0;-0.6290;1.8288;9.2095;-1.8686;0.2967;0.0299;-0.0547;-0.0306;1.3296;1;1.1039;1.9195;9.5001;-0.8909;0.2359;-0.2420;0.0961;-0.0240;-0.0961;6;9.5155;2.3599;1.0402;-7.7874;0.1894;1.6787;-0.9473;-0.4818;-0.0693;1;0;
3020;0;-0.3826;1.5330;9.5094;-1.5329;0.0558;0.0205;-0.0787;-0.0139;1.2453;1;1.1623;2.5525;9.6212;-1.6052;0.3809;-0.4845;0.0961;-0.0060;-0.1021;6;9.8033;2.4166;1.2744;-7.4130;0.2187;1.7599;-0.9629;-0.4814;-0.0341;1;0;
3021;0;-0.4482;2.4115;9.2637;-1.1885;0.2418;0.1739;-0.0756;-0.0895;1.2429;1;1.1013;2.1490;9.3839;-0.9887;0.5141;-0.1509;0.0781;-0.0060;-0.1021;6;9.2971;2.1330;1.4937;-6.9258;0.3446;1.4698;-0.9945;-0.4633;-0.0519;1;0;
3022;0;-0.7968;1.7619;9.9078;-0.8154;0.4291;0.1118;-0.0215;-0.0918;1.2460;1;1.2260;2.0361;9.9128;-1.4208;0.4455;-0.3938;0.0841;-0.0060;-0.0841;6;9.2908;2.1897;1.1504;-6.3003;0.6001;0.6235;-1.0106;-0.4639;-0.0700;1;0;
3023;0;-0.5033;1.7666;9.5043;-1.1206;0.7629;-0.0616;-0.0382;-0.0710;1.2791;1;0.9391;2.2667;9.9084;-1.4802;0.3843;-0.2702;0.0901;-0.0120;-0.1141;6;9.1813;2.2468;1.3772;-5.4157;0.6211;-0.8470;-0.9798;-0.5208;-0.0712;1;0;
3024;0;-0.9211;1.5899;9.6743;-1.5525;0.8505;-0.1466;-0.0761;-0.0511;1.2609;1;1.0508;2.0356;9.7338;-2.6496;0.2799;-0.2319;0.0781;-0.0180;-0.1021;6;9.0613;2.4742;1.0319;-4.8053;0.8228;-2.1850;-0.9793;-0.5013;-0.0528;1;0;
3025;0;-0.8038;2.2332;9.5516;-0.8756;0.7355;-0.2191;-0.0414;0.0045;1.2815;1;0.9375;1.9211;9.7897;-2.0022;0.2547;-0.3278;0.0901;0.0000;-0.0961;6;9.7447;2.2460;1.1587;-4.8410;0.8249;-2.3376;-0.9464;-0.4615;-0.0154;1;0;
3026;0;-0.7408;1.7648;9.6753;-2.0528;0.6943;-0.4820;-0.0751;-0.0505;1.2776;1;1.2159;2.1488;9.3861;-1.9400;0.3195;-0.0827;0.0901;-0.0120;-0.0901;6;9.6884;2.7010;1.2153;-5.2477;0.6295;-1.4358;-0.9632;-0.4821;-0.0697;1;0;
3027;0;-0.4482;1.6535;9.2149;-2.2063;0.6923;-0.3878;-0.0563;-0.0702;1.2781;1;0.9270;2.2638;9.2640;-1.6954;0.2875;-0.4527;0.0901;-0.0300;-0.1021;6;9.4058;2.6446;1.2673;-5.5110;0.4248;0.1068;-0.9795;-0.5016;-0.0706;1;0;
3028;0;-0.6818;1.8238;9.6172;-1.4397;0.4256;-0.4955;-0.0589;-0.0330;1.2625;1;1.5080;2.0921;9.6843;-1.7584;0.3805;-0.3607;0.0841;-0.0060;-0.1141;6;9.4563;2.6442;0.9249;-5.7361;0.4142;0.8509;-1.0108;-0.4643;-0.0878;1;0;
3029;0;-0.3258;1.7102;9.3330;-1.2555;0.3972;-0.5600;-0.0591;-0.0525;1.2451;1;0.9943;2.2085;9.7920;-1.6637;0.2572;-0.4220;0.0901;-0.0180;-0.0961;6;9.4643;2.0758;1.3251;-5.8979;0.2651;0.6395;-1.0266;-0.5016;-0.0182;1;0;
3030;0;-0.8103;2.3543;9.1997;-0.5149;0.2819;-0.4487;-0.0405;-0.0916;1.2282;1;1.2193;2.0921;9.5616;-1.3618;0.5062;-0.5789;0.1021;-0.0180;-0.0901;6;9.2896;2.2465;1.0932;-5.6476;0.2334;0.7239;-0.9627;-0.4626;-0.0513;1;0;
3031;0;-0.1405;2.1149;9.6231;0.2514;0.0768;-0.6781;-0.0741;-0.0499;1.2944;1;1.2631;2.2614;8.8605;-1.7930;0.5024;-0.5149;0.0781;0.0000;-0.1141;6;9.7371;2.4731;0.7583;-5.9225;0.5059;0.8265;-0.9473;-0.5002;-0.0344;1;0;
3032;0;-0.4469;1.4777;9.2755;-0.1537;-0.2026;-0.5868;-0.0390;-0.0521;1.2797;1;1.1573;1.5733;9.2653;-2.0740;0.6221;-0.6368;0.0901;-0.0120;-0.1081;6;9.2967;2.4743;1.4940;-6.1867;0.6354;0.2824;-0.9634;-0.4825;-0.0874;1;0;
3033;0;-0.6223;1.5910;9.5628;0.0950;-0.2007;-0.4361;-0.0202;-0.0718;1.2801;1;1.2208;1.8623;9.6192;-1.9141;0.4087;-0.4829;0.0781;-0.0240;-0.1081;6;9.6334;2.1325;1.2710;-6.5988;0.8531;-0.0416;-0.9465;-0.4431;-0.0503;1;0;
3034;0;-0.1339;1.9354;9.9757;-0.0555;0.0729;-0.4898;-0.0228;-0.0346;1.2646;1;1.1662;2.2083;9.7953;-2.0687;0.4383;-0.4514;0.0781;-0.0120;-0.1081;6;9.5754;2.3600;1.2129;-6.4122;0.8368;-1.0306;-0.9473;-0.5002;-0.0344;1;0;
3035;0;-0.6793;1.5889;9.7370;-0.0805;0.2855;-0.2696;-0.0563;-0.0702;1.2781;1;1.2262;1.9211;9.9123;-1.2647;0.3862;-0.3022;0.0841;0.0000;-0.0901;6;9.4545;2.3598;0.8102;-5.9890;0.8722;-1.3810;-0.9476;-0.5194;-0.0350;1;0;
3036;0;-0.8042;1.7670;9.4990;-0.0467;0.4999;-0.3269;-0.0192;-0.0712;1.2969;1;1.1090;2.1508;9.7940;-1.2327;0.3561;-0.2407;0.0961;-0.0300;-0.0961;6;9.1847;2.0764;1.5488;-5.8749;0.7853;-1.6924;-0.9629;-0.4629;-0.0690;1;0;
3037;0;-0.6813;2.2316;9.6705;-0.3254;0.4359;-0.2940;-0.0382;-0.0710;1.2791;1;0.9854;2.2640;9.3237;-1.0738;0.2367;0.0356;0.0841;-0.0240;-0.0901;6;9.4549;2.0754;0.8100;-5.6327;0.8040;-0.8698;-0.9784;-0.4626;-0.0338;1;0;
3038;0;-0.6181;1.5880;9.7964;0.4133;0.4445;-0.5491;-0.0053;-0.0743;1.2309;1;1.3857;1.4001;9.2103;-1.8994;-0.1124;-0.0189;0.0901;-0.0120;-0.0720;6;9.6911;2.2462;1.3294;-6.0700;0.7607;0.0340;-0.9791;-0.5009;-0.0350;1;0;
3039;0;-0.5678;1.8280;9.2689;-0.0821;0.3477;-0.5142;-0.0184;-0.0901;1.2963;1;1.3362;2.0349;9.6807;-0.8367;0.3223;-0.9803;0.0961;-0.0120;-0.1081;6;9.6857;2.3597;1.0433;-6.3401;0.7566;0.3187;-0.9465;-0.4431;-0.0503;1;0;
3040;0;-0.5037;2.0584;9.5007;-0.6129;-0.0552;-0.4241;-0.0390;-0.0521;1.2797;1;0.9303;1.6317;9.3783;-1.8214;0.4735;-0.2687;0.0841;-0.0060;-0.1021;6;9.4584;2.5874;1.0393;-6.5061;0.7923;-0.0448;-0.9461;-0.4424;-0.0148;1;0;
3041;0;-0.7462;1.8268;9.3826;-0.7683;-0.2716;-0.1808;-0.0772;-0.0517;1.2441;1;1.2175;1.8615;9.4434;-1.4195;0.3201;-0.5774;0.1081;-0.0180;-0.0841;6;9.2887;2.1896;1.0359;-6.4084;0.8350;-0.9078;-0.9640;-0.5393;-0.0537;1;0;
3042;0;-0.5661;2.1767;9.3813;-0.6126;-0.3936;0.1222;-0.0560;-0.0507;1.2954;1;1.0474;2.0924;9.5583;-1.6679;0.4742;-0.3618;0.0841;-0.0120;-0.0961;6;9.6401;1.7915;1.6142;-6.5005;0.8041;-0.8746;-1.0103;-0.4263;-0.1043;1;0;
3043;0;-0.5642;1.5340;9.4478;-0.2982;-0.1775;0.3074;-0.0411;-0.0533;1.2462;1;1.3917;1.7467;9.5634;-1.6646;0.3515;-0.2689;0.0781;-0.0060;-0.1021;6;9.3465;2.1327;1.0941;-6.3207;0.9899;-1.0936;-0.9637;-0.5016;-0.0880;1;0;
3044;0;-0.8666;1.8853;9.3797;-0.4861;-0.3321;0.3064;-0.0764;-0.0706;1.2435;1;1.1580;1.8611;9.3252;-1.5776;0.6312;-0.2096;0.1021;-0.0120;-0.0841;6;9.5718;1.8480;0.9836;-5.6133;1.0228;-1.2681;-1.0116;-0.5215;-0.0718;1;0;
3045;0;-0.3258;1.7102;9.3330;-0.3567;-0.0564;0.4338;-0.0563;-0.0702;1.2781;1;1.0534;1.8061;9.8499;-1.9123;0.4111;-0.2371;0.0901;-0.0120;-0.0961;6;9.5762;2.5306;1.2703;-5.1080;1.2316;-0.9743;-0.9468;-0.4438;-0.0859;1;0;
3046;0;-0.3811;1.9985;9.6203;-0.3856;0.0039;0.5277;-0.0382;-0.0710;1.2791;1;1.2222;1.6900;9.6770;-2.0675;0.4716;-0.2058;0.0901;-0.0240;-0.1081;6;9.3492;2.5309;1.2661;-5.0352;1.4094;-0.6370;-0.9786;-0.4629;-0.0516;1;0;
3047;0;-0.8015;1.3570;9.6210;-0.5079;0.1560;0.4096;-0.0032;-0.0732;1.2644;1;0.9932;2.2083;9.7335;-2.4728;0.5888;-0.4499;0.0961;-0.0180;-0.0781;6;9.7427;2.1890;1.0442;-4.3059;1.5235;-0.1048;-0.9476;-0.5009;-0.0699;1;0;
3048;0;-1.0409;1.8811;9.7269;-0.0199;-0.1133;0.2438;-0.0192;-0.0712;1.2969;1;1.2798;2.1503;9.7387;-1.4243;0.7270;-0.0574;0.0841;-0.0240;-0.0841;6;9.4063;2.1896;1.2669;-4.0493;1.6718;0.1652;-0.9789;-0.4821;-0.0522;1;0;
3049;0;-0.5088;1.9454;9.2101;0.3207;0.0744;0.0283;-0.0236;-0.0157;1.2651;1;1.4542;1.9205;9.8581;-0.7472;0.7006;-0.3071;0.0841;0.0000;-0.1081;6;9.1734;1.9053;0.9191;-4.2411;1.5382;0.9996;-0.9954;-0.5019;-0.0709;1;0;
3050;0;-0.0881;2.4117;9.2117;0.4771;-0.0787;0.4536;-0.0011;-0.0720;1.2980;1;1.5616;1.6309;9.4490;-1.1202;0.8199;-0.3671;0.0961;-0.0060;-0.0961;6;9.4062;2.3033;1.2670;-4.6427;1.5072;1.0421;-0.9634;-0.4825;-0.0874;1;0;
3051;0;-0.2029;2.1748;9.5045;0.0441;-0.1751;0.5492;-0.0563;-0.0702;1.2781;1;1.4477;1.8614;9.5064;-0.7159;0.7015;-0.2458;0.0841;0.0000;-0.1021;6;9.5237;1.6209;1.4403;-4.8672;1.4193;0.8023;-0.9152;-0.4434;-0.1030;1;0;
3052;0;-0.6199;2.1140;9.7314;-0.1980;-0.0566;0.8316;-0.0419;-0.0344;1.2467;1;1.5070;1.9769;9.6252;-0.6779;0.4251;-0.0907;0.1021;-0.0060;-0.1021;6;9.4580;2.1324;0.9817;-4.1966;1.6827;-0.5985;-0.9633;-0.4636;-0.1046;1;0;
3053;0;-0.2670;1.9443;9.2728;-0.6235;0.0592;1.3008;-0.0053;-0.0743;1.2309;1;1.5712;1.8058;9.9770;-0.8347;0.6108;0.0935;0.0841;-0.0240;-0.1201;6;9.4061;2.3602;1.2670;-3.3619;1.9564;-2.7108;-0.9790;-0.4636;-0.0871;1;0;
3054;0;-0.3720;1.5257;10.0934;-1.2975;0.4807;1.1646;-0.0722;-0.1455;1.2579;1;1.1176;1.6350;10.2017;-0.5904;0.8008;0.3060;0.0961;-0.0300;-0.1021;6;9.6363;2.3032;1.4429;-2.8439;1.7311;-3.9879;-0.9783;-0.4437;-0.0510;1;0;
3055;0;-0.3766;1.8204;9.8561;-1.2958;1.0336;0.4692;-0.0385;-0.0905;1.2617;1;1.2264;1.8061;9.9118;-0.4964;0.7084;0.2445;0.0961;-0.0180;-0.0961;6;9.7991;2.4733;1.0455;-2.7611;1.4920;-4.2996;-0.9788;-0.4633;-0.0694;1;0;
3056;0;-0.6219;2.0571;9.6154;-1.1714;1.2806;0.1655;-0.0761;-0.0511;1.2609;1;1.1660;1.6904;9.7344;-0.0031;0.7453;0.3336;0.0781;-0.0240;-0.0841;6;9.6309;2.4736;1.1568;-3.5415;1.2060;-3.4489;-0.9625;-0.4622;-0.0335;1;0;
3057;0;-0.6214;1.7070;9.6197;-1.4257;1.0043;-0.0833;-0.0354;-0.0887;1.3121;1;0.9349;2.1506;9.6735;-0.3668;0.5590;0.6441;0.1021;-0.0120;-0.1021;6;9.6323;2.1893;1.2138;-3.7622;0.8131;-1.5095;-0.9627;-0.4441;-0.0862;1;0;
3058;0;-0.6819;1.9405;9.6158;-0.7244;0.7384;-0.5285;-0.0735;-0.0883;1.2765;1;1.3351;2.0347;9.6221;-0.8310;0.6791;0.7691;0.0901;-0.0180;-0.1081;6;9.2345;1.7916;1.1490;-4.1763;0.6675;0.1610;-0.9950;-0.4828;-0.0703;1;0;
3059;0;-0.3883;1.8869;9.2130;0.2278;0.6272;-0.8504;-0.0563;-0.0702;1.2781;1;1.2114;2.2053;9.1521;-0.4306;0.7144;0.7972;0.1021;-0.0180;-0.0961;6;9.4107;2.0192;1.4957;-4.3764;0.8426;0.6908;-0.9781;-0.4249;-0.0681;1;0;
3060;0;-0.3276;2.2946;9.2673;0.1670;0.5647;-0.6664;-0.0549;-0.1274;1.2595;1;1.5080;2.0346;9.6840;-0.7682;0.6176;0.7383;0.0781;-0.0240;-0.1141;6;9.7975;2.0751;0.9307;-4.8047;1.0068;-0.1555;-0.9950;-0.4828;-0.0703;1;0;
3061;0;-0.6883;1.9449;9.2654;-0.7080;0.1295;-0.9417;-0.0173;-0.0895;1.3131;1;1.3881;1.9185;9.3884;-0.7113;0.7392;0.4607;0.1021;-0.0120;-0.0961;6;9.1748;2.4740;1.0340;-5.0516;1.2647;-1.1601;-0.9950;-0.4828;-0.0703;1;0;
3062;0;-0.6335;2.0652;8.9730;-1.7285;-0.1264;-0.6576;-0.0549;-0.1274;1.2595;1;1.5091;2.0924;9.7429;-1.1735;0.6712;0.3102;0.0841;-0.0240;-0.1021;6;9.4086;2.0760;1.3813;-5.6283;1.0298;-1.7592;-0.9630;-0.4818;-0.0519;1;0;
3063;0;-0.9246;1.8256;9.4962;-1.8845;-0.2196;-0.6577;-0.1143;-0.0507;1.2253;1;1.3300;1.7458;9.3279;-1.7015;0.7245;-0.0251;0.0841;-0.0240;-0.1021;6;9.1791;2.4174;1.2629;-6.1536;0.7548;-1.6843;-0.9304;-0.4424;-0.0322;1;0;
3064;0;-0.8111;2.1800;9.1435;-1.8498;-0.1286;-0.4409;-0.0223;-0.0730;1.2466;1;1.2797;1.5174;9.6773;-1.9160;0.6604;-0.0234;0.1081;-0.0120;-0.1021;6;9.6347;1.9050;1.3281;-5.9983;0.2975;-1.6311;-0.9790;-0.4636;-0.0871;1;0;
3065;0;-0.3143;1.8189;9.9740;-1.5379;-0.0037;-0.3498;-0.0552;-0.0696;1.2948;1;1.5642;2.0343;9.6265;-1.9202;0.7820;-0.2392;0.0961;-0.0180;-0.0961;6;9.4058;2.6446;1.2673;-5.8444;0.3284;-1.6662;-0.9461;-0.4239;-0.0497;1;0;
3066;0;-1.0449;1.7674;9.4948;-1.1377;0.0317;-0.5386;-0.0403;-0.0722;1.2456;1;1.2254;1.7483;9.8530;-2.0165;0.8715;-0.4850;0.0841;-0.0120;-0.1081;6;9.3508;2.0191;1.3230;-5.5977;0.2985;-1.7046;-0.9783;-0.4253;-0.0859;1;0;
3067;0;-0.5675;1.6529;9.2711;-0.5802;0.1290;-0.5435;-0.0437;-0.0161;1.2306;1;1.0539;2.1514;9.9100;-2.0145;0.8105;-0.3925;0.0841;-0.0060;-0.1081;6;9.6347;2.7581;1.3860;-5.5204;0.1389;-1.1858;-0.9786;-0.4444;-0.0865;1;0;
3068;0;-0.5645;1.7674;9.4449;-0.1158;0.2563;-0.6388;-0.0230;-0.0541;1.2472;1;1.2818;1.5754;9.7947;-2.1667;0.7162;-0.3910;0.0841;-0.0300;-0.0901;6;8.9558;1.9059;1.4300;-5.8148;0.4670;-0.7134;-1.0111;-0.5019;-0.0535;1;0;
3069;0;-1.1604;2.0557;9.7810;0.4965;0.1110;-0.9265;-0.0954;-0.0704;1.2257;1;0.9379;2.3239;9.8500;-1.6115;0.7540;-0.2716;0.0660;-0.0180;-0.0961;6;9.3515;2.3035;1.3804;-5.7175;0.6783;-0.5917;-0.9465;-0.4431;-0.0503;1;0;
3070;0;-0.3821;1.9992;9.5619;0.8026;-0.1308;-0.8125;-0.0534;-0.0879;1.3110;1;1.2325;2.0952;10.2646;-1.5790;0.5977;-0.4860;0.0720;-0.0180;-0.1021;6;9.5200;2.0757;1.2689;-5.6839;0.6466;-0.5008;-0.9477;-0.4825;-0.1049;1;0;
3071;0;-0.4496;1.8877;9.1535;0.4975;0.0182;-0.6824;-0.0563;-0.0702;1.2781;1;1.2787;2.1500;9.6801;-1.6719;0.6597;-0.3629;0.0901;-0.0180;-0.1141;6;9.4031;2.3032;1.0953;-5.7643;0.7017;-0.0985;-0.9465;-0.4431;-0.0503;1;0;
3072;0;-0.8669;2.0604;9.3775;-0.2444;-0.2043;-0.4012;-0.0555;-0.0891;1.2775;1;1.2218;1.9201;9.6780;-1.5480;0.7251;-0.1181;0.0901;-0.0120;-0.1141;6;9.6943;2.1894;1.5011;-5.6870;0.8309;-0.6221;-0.9798;-0.5023;-0.1061;1;0;
